"","Airport.Name","Total Flights","Delayed Flights","Delayed Percentage"
"584","Baidoa Airport",12,3,25
"585","Baie Comeau Airport",9,3,33.3333333333333
"586","Baie-Johan-Beetz Water Aerodrome",12,4,33.3333333333333
"587","Baillif Airport",4,0,0
"588","Baimuru Airport",11,4,36.3636363636364
"589","Baindoung Airport",10,5,50
"590","Bairnsdale Airport",14,2,14.2857142857143
"591","Baise Youjiang Airport",9,1,11.1111111111111
"592","Baita International Airport",14,4,28.5714285714286
"593","Baitadi Airport",6,2,33.3333333333333
"594","Bajawa Soa Airport",7,3,42.8571428571429
"595","Bajhang Airport",3,1,33.3333333333333
"596","Bajura Airport",7,2,28.5714285714286
"597","Bakalalan Airport",13,6,46.1538461538462
"598","Bakel Airport",18,2,11.1111111111111
"599","Baker City Municipal Airport",5,3,60
"600","Baker Lake Airport",8,1,12.5
"601","Bakkafjörður Airport",15,7,46.6666666666667
"602","Bakouma Airport",12,0,0
"603","Balakovo Airport",11,3,27.2727272727273
"604","Balcanoona Airport",5,1,20
"605","Baleela Airport",14,5,35.7142857142857
"606","Balesin Island Airport",17,8,47.0588235294118
"607","Balgo Hill Airport",15,3,20
"608","Bali Airport",22,4,18.1818181818182
"609","Balimo Airport",12,2,16.6666666666667
"610","Balkanabat Airport",11,3,27.2727272727273
"611","Balkhash Airport",11,2,18.1818181818182
"612","Ballalae Airport",17,9,52.9411764705882
"613","Ballera Airport",13,6,46.1538461538462
"614","Ballina Byron Gateway Airport",7,2,28.5714285714286
"615","Balmaceda Airport",8,2,25
"616","Balranald Airport",9,6,66.6666666666667
"617","Balsas Airport",16,2,12.5
"618","Baltimore/Washington International Thurgood Marshall Airport",9,3,33.3333333333333
"619","Baltrum Airport",19,7,36.8421052631579
"620","Balurghat Airport",7,4,57.1428571428571
"621","Balıkesir Körfez Airport",8,3,37.5
"622","Balıkesir Merkez Airport",2,0,0
"623","Bam Airport",16,9,56.25
"624","Bamarni Airport",5,3,60
"625","Bambari Airport",4,2,50
"626","Bambu Airport",4,0,0
"627","Bamburi Airport",13,4,30.7692307692308
"628","Bamenda Airport",5,1,20
"629","Bamfield Seaplane Base",16,6,37.5
"630","Bamiyan Airport",7,4,57.1428571428571
"631","Bamu Airport",8,5,62.5
"632","Ban Huoeisay Airport",8,3,37.5
"633","Banaina Airport",13,5,38.4615384615385
"634","Banak Airport",8,1,12.5
"635","Bancasi Airport",12,2,16.6666666666667
"636","Bandanaira Airport",5,1,20
"637","Bandar Abbas International Airport",8,2,25
"638","Bandar Lengeh Airport",14,4,28.5714285714286
"639","Bandaranaike International Colombo Airport",14,4,28.5714285714286
"640","Bandeirantes Airport",12,5,41.6666666666667
"641","Bandon State Airport",9,2,22.2222222222222
"642","Bandundu Airport",6,3,50
"643","Bandırma Airport",13,3,23.0769230769231
"644","Banff Airport",8,1,12.5
"645","Banfora Airport",8,3,37.5
"646","Bangassou Airport",23,8,34.7826086956522
"647","Bangoka International Airport",15,5,33.3333333333333
"648","Bangor International Airport",7,2,28.5714285714286
"649","Bangui M'Poko International Airport",5,0,0
"650","Baniyala Airport",5,2,40
"651","Banja Luka International Airport",11,3,27.2727272727273
"652","Banjul International Airport",15,5,33.3333333333333
"653","Banmaw Airport",5,2,40
"654","Banning Municipal Airport",14,5,35.7142857142857
"655","Bannu Airport",8,2,25
"656","Bantry Aerodrome",13,7,53.8461538461538
"657","Banz Airport",17,7,41.1764705882353
"658","Bao'anying Airport",13,3,23.0769230769231
"659","Baoshan Yunduan Airport",7,1,14.2857142857143
"660","Baotou Airport",12,3,25
"661","Bapi Airstrip",14,3,21.4285714285714
"662","Bar River Airport",13,4,30.7692307692308
"663","Bar Yehuda Airfield",11,3,27.2727272727273
"664","Baracoa Airport",13,5,38.4615384615385
"665","Barakoma Airport",13,2,15.3846153846154
"666","Baramita Airport",8,2,25
"667","Baranof Warm Springs Float and Seaplane Base",8,1,12.5
"668","Barcaldine Airport",10,2,20
"669","Barcelona International Airport",11,5,45.4545454545455
"670","Barcelonnette - Saint-Pons Airport",5,0,0
"671","Barcelos Airport",14,5,35.7142857142857
"672","Bardera Airport",13,1,7.69230769230769
"673","Bardufoss Airport",11,3,27.2727272727273
"674","Bareilly Air Force Station",17,7,41.1764705882353
"675","Bari Karol Wojtyła Airport",7,1,14.2857142857143
"676","Barimunya Airport",11,3,27.2727272727273
"677","Barinas Airport",13,4,30.7692307692308
"678","Bario Airport",11,3,27.2727272727273
"679","Barisal Airport",15,4,26.6666666666667
"680","Barking Sands Airport",8,2,25
"681","Barkley Regional Airport",12,5,41.6666666666667
"682","Barkly Downs Airport",10,3,30
"683","Barksdale Air Force Base",11,6,54.5454545454545
"684","Barnaul Airport",12,9,75
"685","Barnstable Municipal Boardman Polando Field",10,4,40
"686","Barnwell Regional Airport",9,4,44.4444444444444
"687","Barquisimeto International Airport",14,1,7.14285714285714
"688","Barra Airport",18,3,16.6666666666667
"689","Barra del Colorado Airport",11,2,18.1818181818182
"690","Barra do Corda Airport",9,3,33.3333333333333
"691","Barra do Garças Airport",14,3,21.4285714285714
"692","Barranca De Upia Airport",13,3,23.0769230769231
"693","Barranco Minas Airport",12,3,25
"694","Barreiras Airport",13,2,15.3846153846154
"695","Barreirinhas Airport",13,6,46.1538461538462
"696","Barrie-Orillia (Lake Simcoe Regional Airport)",11,2,18.1818181818182
"697","Barriles Airport",7,2,28.5714285714286
"698","Barrow County Airport",15,4,26.6666666666667
"699","Barrow Island Airport",12,3,25
"700","Barrow Walney Island Airport",8,3,37.5
"701","Barstow Daggett Airport",8,2,25
"702","Barter Island LRRS Airport",18,7,38.8888888888889
"703","Barth Airport",6,1,16.6666666666667
"704","Bartica A Airport",14,3,21.4285714285714
"705","Bartlesville Municipal Airport",10,2,20
"706","Bartlett Cove Seaplane Base",19,5,26.3157894736842
"707","Bartletts Airport",14,7,50
"708","Bartolomeu Lisandro Airport",5,2,40
"709","Bartow Municipal Airport",7,2,28.5714285714286
"710","Baruun Urt Airport",13,4,30.7692307692308
"711","Basango Mboliasa Airport",9,3,33.3333333333333
"712","Basankusu Airport",20,8,40
"713","Basanth Nagar Airport",18,7,38.8888888888889
"714","Basco Airport",6,1,16.6666666666667
"715","Base Aérea de Santos Airport",13,3,23.0769230769231
"716","Base de Aviação de Taubaté Airport",15,6,40
"717","Basongo Airport",12,4,33.3333333333333
"718","Basrah International Airport",9,4,44.4444444444444
"719","Bassatine Airport",9,3,33.3333333333333
"720","Bassel Al-Assad International Airport",12,4,33.3333333333333
"721","Bastia-Poretta Airport",9,3,33.3333333333333
"722","Bata Airport",9,2,22.2222222222222
"723","Batagay Airport",8,4,50
"724","Batajnica Air Base",13,3,23.0769230769231
"725","Batangafo Airport",7,1,14.2857142857143
"726","Batavia Downs Airport",14,5,35.7142857142857
"727","Bateen Airport",10,4,40
"728","Batesville Regional Airport",11,5,45.4545454545455
"729","Bathpalathang Airport",12,7,58.3333333333333
"730","Bathurst Airport",27,9,33.3333333333333
"731","Bathurst Island Airport",9,2,22.2222222222222
"732","Batman Airport",11,3,27.2727272727273
"733","Batna Airport",3,3,100
"734","Batom Airport",9,4,44.4444444444444
"735","Baton Rouge Metropolitan Airport",8,2,25
"736","Batouri Airport",14,5,35.7142857142857
"737","Battambang Airport",8,3,37.5
"738","Batticaloa Airport",14,6,42.8571428571429
"739","Battle Mountain Airport",9,5,55.5555555555556
"740","Batu Licin Airport",14,3,21.4285714285714
"741","Batumi International Airport",6,2,33.3333333333333
"742","Batuna Aerodrome",10,2,20
"743","Baudette International Airport",21,9,42.8571428571429
"744","Bauerfield International Airport",11,4,36.3636363636364
"745","Baures Airport",8,3,37.5
"746","Bauru - Arealva Airport",9,4,44.4444444444444
"747","Bauru Airport",11,3,27.2727272727273
"748","Bawan Airport",13,6,46.1538461538462
"749","Bawean Airport",13,5,38.4615384615385
"750","Bay City Municipal Airport",18,9,50
"751","Bayankhongor Airport",9,1,11.1111111111111
"752","Bayannur Tianjitai Airport",5,1,20
"753","Bayreuth Airport",8,1,12.5
"754","Baytown Airport",15,3,20
"755","Bazaruto Island Airport",7,3,42.8571428571429
"756","Bazhong Enyang Airport",7,2,28.5714285714286
"757","Beagle Bay Airport",9,3,33.3333333333333
"758","Beale Air Force Base",9,4,44.4444444444444
"759","Bear Creek 3 Airport",5,2,40
"760","Bearskin Lake Airport",13,5,38.4615384615385
"761","Beatrice Municipal Airport",3,1,33.3333333333333
"762","Beatty Airport",4,1,25
"763","Beaufort County Airport",12,6,50
"764","Beaumont Municipal Airport",11,4,36.3636363636364
"765","Beauregard Regional Airport",13,2,15.3846153846154
"766","Beaver Airport",11,4,36.3636363636364
"767","Beaver County Airport",13,4,30.7692307692308
"768","Beaver Creek Airport",19,7,36.8421052631579
"769","Bedford Downs Airport",11,5,45.4545454545455
"770","Bedourie Airport",10,2,20
"771","Bedwell Harbour Seaplane Base",12,4,33.3333333333333
"772","Beech Factory Airport",13,2,15.3846153846154
"773","Beersheba (Teyman) Airport",14,3,21.4285714285714
"774","Begishevo Airport",11,4,36.3636363636364
"775","Begumpet Airport",4,1,25
"776","Beica Airport",9,2,22.2222222222222
"777","Beihai Airport",8,2,25
"778","Beihan Airport",7,1,14.2857142857143
"779","Beijing Capital International Airport",7,0,0
"780","Beijing Daxing International Airport",19,5,26.3157894736842
"781","Beijing Nanyuan Airport",11,4,36.3636363636364
"782","Beira Airport",7,3,42.8571428571429
"783","Beira Lake Seaplane Base",13,5,38.4615384615385
"784","Beirut Rafic Hariri International Airport",13,6,46.1538461538462
"785","Beja Airport / Airbase",10,3,30
"786","Bekily Airport",11,4,36.3636363636364
"787","Belaga Airport",13,4,30.7692307692308
"788","Belaya Gora Airport",16,4,25
"789","Belbek Airport",13,3,23.0769230769231
"790","Beles Airport",11,4,36.3636363636364
"791","Beletwene Airport",10,4,40
"792","Belfast International Airport",13,2,15.3846153846154
"793","Belgaum Airport",9,3,33.3333333333333
"794","Belgorod International Airport",12,2,16.6666666666667
"795","Belgrade Nikola Tesla Airport",10,4,40
"796","Belize City Municipal Airport",11,4,36.3636363636364
"797","Bell Island Hot Springs Seaplane Base",5,2,40
"798","Bella Bella (Campbell Island) Airport",10,3,30
"799","Bella Bella/Shearwater Seaplane Base",9,1,11.1111111111111
"800","Bella Coola Airport",12,4,33.3333333333333
"801","Bella Union Airport",16,7,43.75
"802","Bella Yella Airport",13,4,30.7692307692308
"803","Bellary Airport",11,6,54.5454545454545
"804","Bellburn Airstrip",7,3,42.8571428571429
"805","Bellingham International Airport",10,5,50
"806","Bellona/Anua Airport",17,5,29.4117647058824
"807","Belluno Airport",8,2,25
"808","Belmonte Airport",9,3,33.3333333333333
"809","Belmullet Aerodrome",14,3,21.4285714285714
"810","Belo sur Tsiribihina Airport",6,4,66.6666666666667
"811","Beloretsk Airport",8,2,25
"812","Beloyarskiy Airport",10,6,60
"813","Beluga Airport",5,1,20
"814","Bembridge Airport",15,4,26.6666666666667
"815","Bemichi Airport",15,7,46.6666666666667
"816","Bemidji Regional Airport",12,4,33.3333333333333
"817","Bemolanga Airport",12,4,33.3333333333333
"818","Ben Bruce Memorial Airpark",13,4,30.7692307692308
"819","Ben Gurion International Airport",9,3,33.3333333333333
"820","Ben Schoeman Airport",10,3,30
"821","Ben Slimane Airport",15,4,26.6666666666667
"822","Ben Ya'akov Airport",20,7,35
"823","Benalla Airport",7,2,28.5714285714286
"824","Benbecula Airport",16,4,25
"825","Bendigo Airport",12,2,16.6666666666667
"826","Bengbu Airport",7,2,28.5714285714286
"827","Benguela Airport",5,2,40
"828","Benguera Island Airport",7,0,0
"829","Beni Airport",13,3,23.0769230769231
"830","Beni Mellal Airport",12,5,41.6666666666667
"831","Benin Airport",7,3,42.8571428571429
"832","Benina International Airport",15,6,40
"833","Benito Salas Airport",16,9,56.25
"834","Benjamin Rivera Noriega Airport",13,4,30.7692307692308
"835","Bensbach Airport",9,2,22.2222222222222
"836","Benson Municipal Airport",11,5,45.4545454545455
"837","Benton Field",8,0,0
"838","Bentota River Waterdrome",15,11,73.3333333333333
"839","Berane Airport",8,5,62.5
"840","Berbera Airport",12,3,25
"841","Berbérati Airport",12,0,0
"842","Berdyansk Airport",18,6,33.3333333333333
"843","Bereina Airport",9,1,11.1111111111111
"844","Berens River Airport",11,4,36.3636363636364
"845","Berezovo Airport",10,5,50
"846","Bergen Airport Flesland",13,3,23.0769230769231
"847","Bergerac-Roumanière Airport",17,6,35.2941176470588
"848","Berkley Municipal Heliport",13,6,46.1538461538462
"849","Berlevåg Airport",14,7,50
"850","Berlin Brandenburg Airport (U.C.)",13,5,38.4615384615385
"851","Berlin Regional Airport",9,4,44.4444444444444
"852","Berlin-Schönefeld Airport",9,4,44.4444444444444
"853","Berlin-Tegel Airport",7,0,0
"854","Berlin-Tempelhof International Airport",13,2,15.3846153846154
"855","Bermejo Airport",11,5,45.4545454545455
"856","Bermuda Dunes Airport",9,6,66.6666666666667
"857","Bern Belp Airport",13,5,38.4615384615385
"858","Bernay – St Martin Airport",10,4,40
"859","Bert Mooney Airport",12,3,25
"860","Bertoua Airport",13,4,30.7692307692308
"861","Beru Airport",8,5,62.5
"862","Berz-Macomb Airport",13,1,7.69230769230769
"863","Besakoa Airport",6,2,33.3333333333333
"864","Besalampy Airport",17,7,41.1764705882353
"865","Beslan Airport",11,2,18.1818181818182
"866","Bethel Airport",9,5,55.5555555555556
"867","Bethel Seaplane Base",12,7,58.3333333333333
"868","Betioky Airport",12,2,16.6666666666667
"869","Betoambari Airport",10,3,30
"870","Betoota Airport",9,2,22.2222222222222
"871","Betou Airport",13,4,30.7692307692308
"872","Bettles Airport",12,5,41.6666666666667
"873","Beverley Springs Airport",11,2,18.1818181818182
"874","Beverly Municipal Airport",12,3,25
"875","Bewani Airport",10,2,20
"876","Bezmer Air Base",13,6,46.1538461538462
"877","Bhadrapur Airport",18,5,27.7777777777778
"878","Bhagatanwala Airport",10,3,30
"879","Bharatpur Airport",10,4,40
"880","Bhatinda Air Force Station",12,1,8.33333333333333
"881","Bhavnagar Airport",17,9,52.9411764705882
"882","Bhojpur Airport",10,4,40
"883","Bhuj Airport",6,4,66.6666666666667
"884","Bhurban Heliport",8,5,62.5
"885","Bialla Airport",12,2,16.6666666666667
"886","Biangabip Airport",8,3,37.5
"887","Biarritz-Anglet-Bayonne Airport",11,8,72.7272727272727
"888","Biaru Airport",9,3,33.3333333333333
"889","Biaugunu Airport",10,4,40
"890","Biała Podlaska Airfield",10,4,40
"891","Bicycle Lake Army Air Field",7,5,71.4285714285714
"892","Bielefeld Airport",7,3,42.8571428571429
"893","Bielsko-Bialo Kaniow Airfield",11,2,18.1818181818182
"894","Big Bay Seaplane Base",14,4,28.5714285714286
"895","Big Bear City Airport",12,1,8.33333333333333
"896","Big Bell Airport",11,5,45.4545454545455
"897","Big Creek Airport",10,2,20
"898","Big Lake Airport",11,3,27.2727272727273
"899","Big Mountain Airport",12,8,66.6666666666667
"900","Big Spring Mc Mahon-Wrinkle Airport",16,6,37.5
"901","Big Trout Lake Airport",8,3,37.5
"902","Biggs Army Air Field (Fort Bliss)",8,1,12.5
"903","Bijie Feixiong Airport",9,3,33.3333333333333
"904","Biju Patnaik Airport",11,4,36.3636363636364
"905","Bilaspur Airport",7,3,42.8571428571429
"906","Bilbao Airport",5,1,20
"907","Bildudalur Airport",16,4,25
"908","Biliau Airport",18,7,38.8888888888889
"909","Bill & Hillary Clinton National Airport/Adams Field",9,2,22.2222222222222
"910","Billiluna Airport",10,1,10
"911","Billings Logan International Airport",21,5,23.8095238095238
"912","Billund Airport",8,3,37.5
"913","Billy Bishop Toronto City Centre Airport",3,2,66.6666666666667
"914","Billy Mitchell Airport",14,8,57.1428571428571
"915","Bilogai-Sugapa Airport",6,1,16.6666666666667
"916","Bimin Airport",13,3,23.0769230769231
"917","Bimini North Seaplane Base",19,6,31.5789473684211
"918","Binaka Airport",9,4,44.4444444444444
"919","Binbrook Airfield",6,2,33.3333333333333
"920","Bingöl Çeltiksuyu Airport",11,6,54.5454545454545
"921","Biniguni Airport",15,7,46.6666666666667
"922","Bintulu Airport",9,2,22.2222222222222
"923","Birao Airport",9,3,33.3333333333333
"924","Biratnagar Airport",13,4,30.7692307692308
"925","Birch Creek Airport",12,6,50
"926","Birchwood-Pocono Airport",10,4,40
"927","Bird Island Airport",6,1,16.6666666666667
"928","Birdsville Airport",11,4,36.3636363636364
"929","Birjand Airport",12,3,25
"930","Birmingham International Airport",10,5,50
"931","Birmingham-Shuttlesworth International Airport",9,1,11.1111111111111
"932","Birsa Munda Airport",9,4,44.4444444444444
"933","Bisbee Douglas International Airport",10,4,40
"934","Bisbee Municipal Airport",15,7,46.6666666666667
"935","Bisha Airport",11,1,9.09090909090909
"936","Bishe Kola Air Base",7,4,57.1428571428571
"937","Bisho Airport",7,1,14.2857142857143
"938","Bishop International Airport",18,1,5.55555555555556
"939","Biskra Airport",12,4,33.3333333333333
"940","Bislig Airport",10,3,30
"941","Bismarck Municipal Airport",20,4,20
"942","Bitam Airport",18,8,44.4444444444444
"943","Bitburg Airport",17,7,41.1764705882353
"944","Bizant Airport",4,0,0
"945","Black Hills Airport-Clyde Ice Field",20,4,20
"946","Black Tickle Airport",12,6,50
"947","Blackall Airport",7,2,28.5714285714286
"948","Blackbushe Airport",16,8,50
"949","Blackpool International Airport",14,4,28.5714285714286
"950","Blackwater Airport",13,3,23.0769230769231
"951","Blaise Diagne International Airport",13,6,46.1538461538462
"952","Blakely Island Airport",14,5,35.7142857142857
"953","Blanding Municipal Airport",12,6,50
"954","Blida Airport",10,4,40
"955","Blimbingsari Airport",7,2,28.5714285714286
"956","Blissville Airport",10,3,30
"957","Block Island State Airport",10,4,40
"958","Bloodvein River Airport",12,5,41.6666666666667
"959","Bloomfield River Airport",6,1,16.6666666666667
"960","Blosser Municipal Airport",12,3,25
"961","Blubber Bay Seaplane Base",13,6,46.1538461538462
"962","Blue Canyon Nyack Airport",16,7,43.75
"963","Blue Grass Airport",8,4,50
"964","Blue Lagoon Seaplane Base",12,2,16.6666666666667
"965","Bluefields Airport",9,5,55.5555555555556
"966","Blumenau Airport",16,5,31.25
